Accession	Length	Clade	Isolate	loc	Collection_Date	Host	clade_simple	fragment	region23	cluster
GU798540	1073	AL_Cosmopolitan_AF1a	08096MAR/2007	Morocco	2007	Bos	Cosmopolitan_Clade	P	Northern Africa	5853
GU798554	1073	AL_Cosmopolitan_AF1a	08139ALG/2007	Algeria	2007	Canis lupus familiaris	Cosmopolitan_Clade	P	Northern Africa	0
GU798555	1073	AL_Cosmopolitan_AF1a	08064MAR/2007	Morocco	2007	Canis lupus familiaris	Cosmopolitan_Clade	P	Northern Africa	5875
GU798557	1073	AL_Cosmopolitan_AF1a	08239ALG/2003	Algeria	2003	Ovis	Cosmopolitan_Clade	P	Northern Africa	0
GU798558	1073	AL_Cosmopolitan_AF1a	08067MAR/2007	Morocco	2007	Equus asinus	Cosmopolitan_Clade	P	Northern Africa	5877
GU798580	1073	AL_Cosmopolitan_AF1a	08132ALG/2007	Algeria	2007	Canis lupus familiaris	Cosmopolitan_Clade	P	Northern Africa	5878
GU798702	639	AL_Cosmopolitan_AF1a	08112MAR/2007	Morocco	2007	Bos	Cosmopolitan_Clade	G	Northern Africa	5527
GU798708	639	AL_Cosmopolitan_AF1a	08113MAR/2007	Morocco	2007	Felis silvestris catus	Cosmopolitan_Clade	G	Northern Africa	5565
GU798713	640	AL_Cosmopolitan_AF1a	08110MAR/2007	Morocco	2007	Equus	Cosmopolitan_Clade	G	Northern Africa	5865
GU798715	639	AL_Cosmopolitan_AF1a	09005MAR/2004	Morocco	2004	Homo sapiens	Cosmopolitan_Clade	G	Northern Africa	0
GU798718	639	AL_Cosmopolitan_AF1a	08201ALG/2008	Algeria	2008	Canis lupus familiaris	Cosmopolitan_Clade	G	Northern Africa	0
GU798719	639	AL_Cosmopolitan_AF1a	08188ALG/2008	Algeria	2008	Canis lupus familiaris	Cosmopolitan_Clade	G	Northern Africa	0
GU798720	640	AL_Cosmopolitan_AF1a	08005MAR/2007	Morocco	2007	Equus	Cosmopolitan_Clade	G	Northern Africa	0
GU798730	639	AL_Cosmopolitan_AF1a	09006MAR/2004	Morocco	2004	Homo sapiens	Cosmopolitan_Clade	G	Northern Africa	5984
GU798732	639	AL_Cosmopolitan_AF1a	08006MAR/2007	Morocco	2007	Canis lupus familiaris	Cosmopolitan_Clade	G	Northern Africa	5955
GU798760	639	AL_Cosmopolitan_AF1a	08046MAR/2007	Morocco	2007	Bos	Cosmopolitan_Clade	G	Northern Africa	0
GU798787	639	AL_Cosmopolitan_AF1a	08093MAR/2007	Morocco	2007	Bos	Cosmopolitan_Clade	G	Northern Africa	5961
GU798790	639	AL_Cosmopolitan_AF1a	08066MAR/2007	Morocco	2007	Canis lupus familiaris	Cosmopolitan_Clade	G	Northern Africa	5869
GU798792	639	AL_Cosmopolitan_AF1a	08076MAR/2007	Morocco	2007	Equus	Cosmopolitan_Clade	G	Northern Africa	5951
GU798807	639	AL_Cosmopolitan_AF1a	08317MAR/2008	Morocco	2008	Canis lupus familiaris	Cosmopolitan_Clade	G	Northern Africa	5927
GU798815	639	AL_Cosmopolitan_AF1a	08095MAR/2007	Morocco	2007	Canis lupus familiaris	Cosmopolitan_Clade	G	Northern Africa	6002
GU798827	640	AL_Cosmopolitan_AF1a	08096MAR/2007	Morocco	2007	Bos	Cosmopolitan_Clade	G	Northern Africa	5995
GU798834	641	AL_Cosmopolitan_AF1a	08084MAR/2007	Morocco	2007	Canis lupus familiaris	Cosmopolitan_Clade	G	Northern Africa	5568
GU798841	640	AL_Cosmopolitan_AF1a	08139ALG/2007	Algeria	2007	Canis lupus familiaris	Cosmopolitan_Clade	G	Northern Africa	0
GU798843	639	AL_Cosmopolitan_AF1a	08061MAR/2007	Morocco	2007	Equus asinus	Cosmopolitan_Clade	G	Northern Africa	0
GU798844	639	AL_Cosmopolitan_AF1a	08239ALG/2003	Algeria	2003	Ovis	Cosmopolitan_Clade	G	Northern Africa	0
GU798846	639	AL_Cosmopolitan_AF1a	08074MAR/2007	Morocco	2007	Bos	Cosmopolitan_Clade	G	Northern Africa	5577
GU798866	640	AL_Cosmopolitan_AF1a	08156ALG/2005	Algeria	2005	Canis lupus familiaris	Cosmopolitan_Clade	G	Northern Africa	5579
GU798912	639	AL_Cosmopolitan_AF1a	08154ALG/2004	Algeria	2004	Canis	Cosmopolitan_Clade	G	Northern Africa	5226
GU798109	1350	AL_Cosmopolitan_AF1a	08228ALG/2002	Algeria	2002	Ovis	Cosmopolitan_Clade	N	Northern Africa	0
GU798110	1350	AL_Cosmopolitan_AF1a	9108MAR/1990	Morocco	1990	Homo sapiens	Cosmopolitan_Clade	N	Northern Africa	5476
GU798122	1350	AL_Cosmopolitan_AF1a	09002MAR/2003	Morocco	2003	Homo sapiens	Cosmopolitan_Clade	N	Northern Africa	5478
GU798126	1350	AL_Cosmopolitan_AF1a	08325MAR/2008	Morocco	2008	Bos	Cosmopolitan_Clade	N	Northern Africa	0
GU798128	1350	AL_Cosmopolitan_AF1a	08112MAR/2007	Morocco	2007	Bos	Cosmopolitan_Clade	N	Northern Africa	5555
GU798130	1350	AL_Cosmopolitan_AF1a	08337MAR/2008	Morocco	2008	Canis lupus familiaris	Cosmopolitan_Clade	N	Northern Africa	5558
GU798133	1350	AL_Cosmopolitan_AF1a	08114MAR/2006	Morocco	2006	Canis lupus familiaris	Cosmopolitan_Clade	N	Northern Africa	0
GU798139	1350	AL_Cosmopolitan_AF1a	08110MAR/2007	Morocco	2007	Equus	Cosmopolitan_Clade	N	Northern Africa	5744
GU798143	1350	AL_Cosmopolitan_AF1a	08306MAR/2007	Morocco	2007	Bos	Cosmopolitan_Clade	N	Northern Africa	0
GU798145	1350	AL_Cosmopolitan_AF1a	08188ALG/2008	Algeria	2008	Canis lupus familiaris	Cosmopolitan_Clade	N	Northern Africa	5757
GU798156	1350	AL_Cosmopolitan_AF1a	09006MAR/2004	Morocco	2004	Homo sapiens	Cosmopolitan_Clade	N	Northern Africa	5758
GU798210	1350	AL_Cosmopolitan_AF1a	08103MAR/2007	Morocco	2007	Bos	Cosmopolitan_Clade	N	Northern Africa	5772
GU798232	1350	AL_Cosmopolitan_AF1a	08025MAR/2007	Morocco	2007	Bos	Cosmopolitan_Clade	N	Northern Africa	5740
GU798243	1350	AL_Cosmopolitan_AF1a	08097MAR/2007	Morocco	2007	Canis lupus familiaris	Cosmopolitan_Clade	N	Northern Africa	5861
GU798249	1350	AL_Cosmopolitan_AF1a	08099MAR/2007	Morocco	2007	Bos	Cosmopolitan_Clade	N	Northern Africa	5849
GU798250	1350	AL_Cosmopolitan_AF1a	08087MAR/2007	Morocco	2007	Canis lupus familiaris	Cosmopolitan_Clade	N	Northern Africa	0
GU798253	1350	AL_Cosmopolitan_AF1a	08096MAR/2007	Morocco	2007	Bos	Cosmopolitan_Clade	N	Northern Africa	0
GU798257	1350	AL_Cosmopolitan_AF1a	08018MAR/2007	Morocco	2007	Equus asinus	Cosmopolitan_Clade	N	Northern Africa	5171
GU798261	1350	AL_Cosmopolitan_AF1a	08200ALG/2008	Algeria	2008	Homo sapiens	Cosmopolitan_Clade	N	Northern Africa	0
GU798267	1350	AL_Cosmopolitan_AF1a	08139ALG/2007	Algeria	2007	Canis lupus familiaris	Cosmopolitan_Clade	N	Northern Africa	0
GU798269	1350	AL_Cosmopolitan_AF1a	08061MAR/2007	Morocco	2007	Equus asinus	Cosmopolitan_Clade	N	Northern Africa	5186
GU798270	1350	AL_Cosmopolitan_AF1a	08239ALG/2003	Algeria	2003	Ovis	Cosmopolitan_Clade	N	Northern Africa	0
GU798271	1350	AL_Cosmopolitan_AF1a	08067MAR/2007	Morocco	2007	Equus asinus	Cosmopolitan_Clade	N	Northern Africa	5185
GU798289	1350	AL_Cosmopolitan_AF1a	9619ALG/1996	Algeria	1996	Homo sapiens	Cosmopolitan_Clade	N	Northern Africa	5212
GU798298	1350	AL_Cosmopolitan_AF1a	9137ALG/1991	Algeria	1991	-	Cosmopolitan_Clade	N	Northern Africa	0
GU798370	1350	AL_Cosmopolitan_AF1a	08134ALG/2007	Algeria	2007	Canis lupus familiaris	Cosmopolitan_Clade	N	Northern Africa	5217
GU815997	502	AL_Africa-2	9026CI	Côte d'Ivoire	1990	Canis familiaris	AL_Africa-2	L	Western Africa	0
FJ465385	1575	AL_Africa-3	22/01	South Africa	2001	feline	AL_Africa-3	G	Southern Africa	0
FJ465400	1575	AL_MASTER	389/02	South Africa	2002	Felis nigripes	AL_MASTER	G	Southern Africa	0
FJ465403	1575	AL_MASTER	718/98	South Africa	1998	Genetta genetta	AL_MASTER	G	Southern Africa	4703
FJ465408	1575	AL_Africa-3	22107	Zimbabwe	1994	Galerella sanguinea	AL_Africa-3	G	Eastern Africa	0
FJ465409	1575	AL_MASTER	SN0080	Namibia	1980	Genetta genetta	AL_MASTER	G	Southern Africa	0
GU992322	1353	AL_Cosmopolitan_Vac	93128MAR	Morocco	1993	-	Cosmopolitan_Clade	N	Northern Africa	0
FJ392367	1353	AL_Africa-3	22/01	South Africa	2001	feline	AL_Africa-3	N	Southern Africa	0
FJ392382	1353	AL_MASTER	389/02	South Africa	2002	Felis nigripes	AL_MASTER	N	Southern Africa	0
FJ392386	1353	AL_MASTER	718/98	South Africa	1998	Genetta genetta	AL_MASTER	N	Southern Africa	4708
FJ392391	1353	AL_Africa-3	22107	Zimbabwe	1994	Galerella sanguinea	AL_Africa-3	N	Eastern Africa	0
FJ392392	1353	AL_MASTER	SN0080	Namibia	1980	Genetta genetta	AL_MASTER	N	Southern Africa	0
GQ918286	592	AL_Cosmopolitan_AF1b	109.94	South Africa	1994	Canis lupus familiaris	Cosmopolitan_Clade	G	Southern Africa	6987
GQ918301	592	AL_Cosmopolitan_AF1b	133.83	South Africa	1983	Canis lupus familiaris	Cosmopolitan_Clade	G	Southern Africa	0
GQ918318	592	AL_Cosmopolitan_AF1b	151.86	South Africa	1986	Canis lupus familiaris	Cosmopolitan_Clade	G	Southern Africa	0
GQ918321	592	AL_Cosmopolitan_AF1b	156.99	South Africa	1999	Canis lupus familiaris	Cosmopolitan_Clade	G	Southern Africa	0
GQ983385	592	AL_Cosmopolitan_AF1b	176.91	South Africa	1991	Canis lupus familiaris	Cosmopolitan_Clade	G	Southern Africa	0
GQ983402	592	AL_Cosmopolitan_AF1b	199.02	South Africa	2002	Canis lupus familiaris	Cosmopolitan_Clade	G	Southern Africa	0
GQ983436	592	AL_Cosmopolitan_AF1b	257.00	South Africa	2000	Canis lupus familiaris	Cosmopolitan_Clade	G	Southern Africa	6812
GQ983438	592	AL_Cosmopolitan_AF1b	262.92	South Africa	1992	Canis lupus familiaris	Cosmopolitan_Clade	G	Southern Africa	6808
GQ983450	592	AL_Cosmopolitan_AF1b	276.88	South Africa	1988	Canis lupus familiaris	Cosmopolitan_Clade	G	Southern Africa	0
GQ983504	592	AL_Cosmopolitan_AF1b	455.88	South Africa	1988	Canis lupus familiaris	Cosmopolitan_Clade	G	Southern Africa	0
GQ983522	592	AL_Cosmopolitan_AF1b	64.94	South Africa	1994	Canis lupus familiaris	Cosmopolitan_Clade	G	Southern Africa	6934
GQ983534	592	AL_Cosmopolitan_AF1b	759.86	South Africa	1986	-	Cosmopolitan_Clade	G	Southern Africa	6992
FJ947007	405	AL_Cosmopolitan_AF1a	RV1552	Sudan	1992	Capra hircus	Cosmopolitan_Clade	N	Northern Africa	0
FJ947027	405	AL_Cosmopolitan_AF1a	RV1771	Sudan	2004	camel	Cosmopolitan_Clade	N	Northern Africa	0
FJ947029	405	AL_Cosmopolitan_AF1a	RV2335	Sudan	2006	Equus caballus	Cosmopolitan_Clade	N	Northern Africa	5147
AB505877	203	AL_Cosmopolitan_AF1b		Uganda	2003	Canis lupus familiaris	Cosmopolitan_Clade	N	Eastern Africa	7773
FJ842721	592	AL_Cosmopolitan_AF1b	d390/08	South Africa	2008	Canis familiaris	Cosmopolitan_Clade	G	Southern Africa	6871
FJ842722	594	AL_Cosmopolitan_AF1b	d233/08	South Africa	2008	Canis familiaris	Cosmopolitan_Clade	G	Southern Africa	6867
FJ842726	590	AL_Cosmopolitan_AF1b	d652/08	South Africa	2008	Canis familiaris	Cosmopolitan_Clade	G	Southern Africa	0
FJ842732	592	AL_Cosmopolitan_AF1b	d1008/08	South Africa	2008	Canis familiaris	Cosmopolitan_Clade	G	Southern Africa	6859
FJ842744	592	AL_Cosmopolitan_AF1b	d206/07	South Africa	2007	Canis familiaris	Cosmopolitan_Clade	G	Southern Africa	6818
FJ842749	592	AL_Cosmopolitan_AF1b	d414/07	South Africa	2008	Canis familiaris	Cosmopolitan_Clade	G	Southern Africa	6843
FJ842754	592	AL_Cosmopolitan_AF1b	d1118/07	South Africa	2007	Canis familiaris	Cosmopolitan_Clade	G	Southern Africa	0
FJ842760	592	AL_Cosmopolitan_AF1b	d544/08	South Africa	2008	Canis familiaris	Cosmopolitan_Clade	G	Southern Africa	6874
FJ842762	592	AL_Cosmopolitan_AF1b	d548/08	South Africa	2008	Canis familiaris	Cosmopolitan_Clade	G	Southern Africa	0
FJ842763	592	AL_Cosmopolitan_AF1b	d85/04	Swaziland	2004	Canis familiaris	Cosmopolitan_Clade	G	Southern Africa	0
EU982551	593	AL_Africa-3	27988	Zimbabwe	2001	Civettictis civetta (African civet)	AL_Africa-3	G	Eastern Africa	0
EU888645	400	AL_Africa-2	RD3/08	Nigeria	2008	Canis familiaris	AL_Africa-2	N	Western Africa	4288
EU888647	400	AL_Africa-2	RD10/07	Nigeria	2007	Canis familiaris	AL_Africa-2	N	Western Africa	4334
EU888656	400	AL_Africa-2	RD30/07	Nigeria	2007	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU888658	400	AL_Africa-2	RD38/05	Nigeria	2005	Canis familiaris	AL_Africa-2	N	Western Africa	4276
EU888659	400	AL_Africa-2	RD43/07	Nigeria	2007	Canis familiaris	AL_Africa-2	N	Western Africa	4379
EU888662	400	AL_Africa-2	RD47/07	Nigeria	2007	Felis catus	AL_Africa-2	N	Western Africa	0
EU888679	400	AL_Africa-2	RD77/07	Nigeria	2007	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU888688	400	AL_Africa-2	RD95/07	Nigeria	2007	Canis familiaris	AL_Africa-2	N	Western Africa	4175
EU888723	399	AL_Africa-2	RD183/06	Nigeria	2006	Canis familiaris	AL_Africa-2	N	Western Africa	4230
EU888729	400	AL_Africa-2	13136/89	Nigeria	1989	Canis familiaris	AL_Africa-2	N	Western Africa	4053
EU888734	592	AL_Africa-2	RD11/07	Nigeria	2007	Canis familiaris	AL_Africa-2	G	Western Africa	4596
EU888742	592	AL_Africa-2	RD38/05	Nigeria	2005	Canis familiaris	AL_Africa-2	G	Western Africa	4608
EU888743	592	AL_Africa-2	RD44/07	Nigeria	2007	Canis familiaris	AL_Africa-2	G	Western Africa	0
EU888790	593	AL_Africa-2	RD173/06	Nigeria	2006	Canis familiaris	AL_Africa-2	G	Western Africa	4550
FJ435704	400	AL_Africa-2	RD101/05	Nigeria	2005	Canis familiaris	AL_Africa-2	N	Western Africa	4306
FJ440104	1350	AL_Cosmopolitan_AF1a		Equatorial Guinea	2008	Homo sapiens	Cosmopolitan_Clade	N	Middle Africa	0
EU643579	343	AL_Cosmopolitan_AF1a	DogTN/Ar00	Tunisia	2000	Canis familiaris	Cosmopolitan_Clade	N	Northern Africa	5189
EU643587	343	AL_Cosmopolitan_AF1a	DogTN/Ks98	Tunisia	1998	Canis familiaris	Cosmopolitan_Clade	N	Northern Africa	0
EU643588	343	AL_Cosmopolitan_AF1a	DogTN/Jd99	Tunisia	1999	Canis familiaris	Cosmopolitan_Clade	N	Northern Africa	0
FJ545660	1575	AL_Africa-2	SierraLeonne.07208SL/1997	Sierra Leone	1997	Felis catus	AL_Africa-2	G	Western Africa	0
FJ545662	1575	AL_Africa-2	CentralAfRep.070149RCA/2004	Central African Republic	2004	Canis familiaris	AL_Africa-2	G	Middle Africa	0
FJ545663	1575	AL_Africa-2	Guinea.8660GUI/1986	Guinea	1986	Canis familiaris	AL_Africa-2	G	Western Africa	3998
FJ545664	1575	AL_Africa-2	Mauritania.8689MAU/1986	Mauritania	1986	camel	AL_Africa-2	G	Western Africa	0
FJ545666	1575	AL_Africa-2	Senegal.07197SEN/1995	Senegal	1995	Canis familiaris	AL_Africa-2	G	Western Africa	0
FJ545667	1575	AL_Africa-2	Mauritania.9421MAU/1994	Mauritania	1994	Canis familiaris	AL_Africa-2	G	Western Africa	4583
FJ545668	1575	AL_Africa-2	Mali.07226MALI/2007	Mali	2007	Canis familiaris	AL_Africa-2	G	Western Africa	0
FJ545669	1575	AL_Africa-2	Mali.07217MALI/2007	Mali	2007	Canis familiaris	AL_Africa-2	G	Western Africa	4565
FJ545672	1575	AL_Africa-2	BurkinaFaso.8636HAV/1986	Burkina Faso	1986	Canis familiaris	AL_Africa-2	G	Western Africa	4530
FJ545673	1575	AL_Africa-2	Benin.8697BEN/1986	Benin	1986	Felis catus	AL_Africa-2	G	Western Africa	4333
FJ545674	1575	AL_Africa-2	Niger.8718NIG/1987	Niger	1987	Canis familiaris	AL_Africa-2	G	Western Africa	0
FJ545677	1575	AL_Africa-2	IvoryCoast.8913IC/1989	Côte d'Ivoire	1989	Canis familiaris	AL_Africa-2	G	Western Africa	0
FJ545678	1575	AL_Africa-2	Niger.9012NIG/1990	Niger	1990	Canis familiaris	AL_Africa-2	G	Western Africa	0
FJ545679	1575	AL_Africa-2	Niger.9014NIG/1990	Niger	1990	Canis familiaris	AL_Africa-2	G	Western Africa	4060
FJ545681	1575	AL_Africa-2	IvoryCoast.9026IC/1990	Côte d'Ivoire	1990	Canis familiaris	AL_Africa-2	G	Western Africa	0
FJ545682	1575	AL_Africa-2	Mauritania.9120MAU/1991	Mauritania	1991	dromedary	AL_Africa-2	G	Western Africa	0
FJ545683	1575	AL_Africa-2	Chad.9218TCH/1992	Chad	1992	Canis familiaris	AL_Africa-2	G	Middle Africa	0
EU853566	1353	AL_Cosmopolitan_AF1a	86129TUN	Tunisia	1986	Homo sapiens	Cosmopolitan_Clade	N	Northern Africa	0
EU853567	1353	AL_Cosmopolitan_AF1a	9618ALG	Algeria	1996	Homo sapiens	Cosmopolitan_Clade	N	Northern Africa	5218
EU853583	1353	AL_Cosmopolitan_AF1b	9027BUR	Burundi	1990	jackal	Cosmopolitan_Clade	N	Eastern Africa	0
EU853584	1353	AL_Cosmopolitan_AF1b	07152RCA	Central African Republic	2004	Canis familiaris	Cosmopolitan_Clade	N	Middle Africa	6196
EU853588	1353	AL_Cosmopolitan_AF1b	07159RCA	Central African Republic	2006	Canis familiaris	Cosmopolitan_Clade	N	Middle Africa	6184
EU853591	1353	AL_Africa-2	08561GMB	Gambia	2008	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU853592	1353	AL_Africa-2	07023SEN	Senegal	2005	Homo sapiens	AL_Africa-2	N	Western Africa	0
EU853593	1353	AL_Africa-2	8659GUI	Guinea	1986	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU853594	1353	AL_Africa-2	9361GUI	Guinea	1993	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU853595	1353	AL_Africa-2	07208SL	Sierra Leone	1997	Felis catus	AL_Africa-2	N	Western Africa	0
EU853606	1353	AL_Africa-2	9311MAU	Mauritania	1993	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU853612	1353	AL_Africa-2	07214MAL	Mali	2007	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU853615	1353	AL_Africa-2	07059IC	Côte d'Ivoire	2007	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU853616	1353	AL_Africa-2	8911IC	Côte d'Ivoire	1989	Canis familiaris	AL_Africa-2	N	Western Africa	4556
EU853620	1353	AL_Africa-2	07222MAL	Mali	2007	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU853621	1353	AL_Africa-2	8913IC	Côte d'Ivoire	1989	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU853624	1353	AL_Africa-2	9120MAU	Mauritania	1991	dromadery	AL_Africa-2	N	Western Africa	0
EU853626	1353	AL_Africa-2	07207SEN	Senegal	1997	Homo sapiens	AL_Africa-2	N	Western Africa	4484
EU853642	1353	AL_Africa-2	9136MAU	Mauritania	1991	Capra hircus	AL_Africa-2	N	Western Africa	0
EU853643	1353	AL_Africa-2	07009SEN	Senegal	2003	Homo sapiens	AL_Africa-2	N	Western Africa	4488
EU853645	1353	AL_Africa-2	9547HAV	Burkina Faso	1995	Canis familiaris	AL_Africa-2	N	Western Africa	4412
EU853646	1353	AL_Africa-2	9009NIG	Niger	1990	Canis familiaris	AL_Africa-2	N	Western Africa	4439
EU853649	1353	AL_Africa-2	9013NIG	Niger	1990	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU853650	1353	AL_Africa-2	8718NIG	Niger	1987	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU853653	1353	AL_Africa-2	9609TCH	Chad	1996	Canis familiaris	AL_Africa-2	N	Middle Africa	0
EU853657	1353	AL_Africa-2	8733TCH	Chad	1987	Canis familiaris	AL_Africa-2	N	Middle Africa	4057
EU827274	1350	AL_Africa-2	137BF/2007	Burkina Faso	2007	Canis familiaris	AL_Africa-2	N	Western Africa	4394
EU827275	1350	AL_Africa-2	144BF/2007	Burkina Faso	2007	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU827276	1575	AL_Africa-2	144BF/2007	Burkina Faso	2007	Canis familiaris	AL_Africa-2	G	Western Africa	0
EU827277	1575	AL_Africa-2	247NIG/2007	Niger	2007	Canis familiaris	AL_Africa-2	G	Western Africa	0
EU478497	1350	AL_Africa-2	9BF	Burkina Faso	2007	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU478498	1350	AL_Africa-2	12BF	Burkina Faso	2007	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU478502	1350	AL_Africa-2	36BF	Burkina Faso	2007	Canis familiaris	AL_Africa-2	N	Western Africa	4471
EU478506	1350	AL_Africa-2	46BF	Burkina Faso	2007	Canis familiaris	AL_Africa-2	N	Western Africa	4386
EU478508	1350	AL_Africa-2	69BF	Burkina Faso	2007	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU478509	1350	AL_Africa-2	82BF	Burkina Faso	2007	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU478511	1350	AL_Africa-2	105BF	Burkina Faso	2007	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU478517	1350	AL_Africa-2	143BF	Burkina Faso	2007	Canis familiaris	AL_Africa-2	N	Western Africa	4443
EU478518	1350	AL_Africa-2	49BF	Burkina Faso	2007	Canis familiaris	AL_Africa-2	N	Western Africa	4469
EU478522	1350	AL_Africa-2	96BF	Burkina Faso	2007	Canis familiaris	AL_Africa-2	N	Western Africa	4382
EU478523	1350	AL_Africa-2	132BF	Burkina Faso	2007	Canis familiaris	AL_Africa-2	N	Western Africa	4415
EU478524	1350	AL_Africa-2	142BF	Burkina Faso	2007	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU514571	1350	AL_Africa-2	246NIG/07	Niger	2007	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU514572	1353	AL_Africa-2	247NIG/07	Niger	2007	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU514574	1350	AL_Africa-2	252NIG/07	Niger	2007	Canis familiaris	AL_Africa-2	N	Western Africa	4390
EU514579	1353	AL_Africa-2	1941MAU/06	Mauritania	2006	Canis familiaris	AL_Africa-2	N	Western Africa	4597
EU514581	1350	AL_Africa-2	2049MAU/07	Mauritania	2007	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU886632	11907	AL_Cosmopolitan_Vac		Germany	2002	Vulpes vulpes	Cosmopolitan_Clade	WGS	Western Europe	0
EU296441	282	AL_Cosmopolitan_AF1b	A04-5082	Tanzania	2004	Canis familiaris	Cosmopolitan_Clade	N	Eastern Africa	7492
EU296442	282	AL_Cosmopolitan_AF1b	A04-5087	Tanzania	2004	Canis familiaris	Cosmopolitan_Clade	N	Eastern Africa	0
EU718763	1350	AL_Africa-2	Chad_42_199	Chad	2006	Canis familiaris	AL_Africa-2	N	Middle Africa	4088
EU718766	1350	AL_Africa-2	Chad2006_71	Chad	2006	Canis familiaris	AL_Africa-2	N	Middle Africa	4081
EU718769	1350	AL_Africa-2	Chad2006_65	Chad	2006	Canis familiaris	AL_Africa-2	N	Middle Africa	4083
EU718776	1350	AL_Africa-2	Chad2006_54	Chad	2006	Canis familiaris	AL_Africa-2	N	Middle Africa	4209
EU718783	1350	AL_Africa-2	Chad2006_45	Chad	2006	Canis familiaris	AL_Africa-2	N	Middle Africa	0
EU718785	1350	AL_Africa-2	Chad2006_43	Chad	2006	Canis familiaris	AL_Africa-2	N	Middle Africa	0
EU718786	1350	AL_Africa-2	Chad2006_42	Chad	2006	Canis familiaris	AL_Africa-2	N	Middle Africa	4067
EU038083	1350	AL_Africa-2	RD120	Nigeria	2006	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU038085	1350	AL_Africa-2	RD142	Nigeria	2006	Canis familiaris	AL_Africa-2	N	Western Africa	4219
EU038088	1350	AL_Africa-2	RD150HN	Nigeria	2006	Canis familiaris	AL_Africa-2	N	Western Africa	4228
EU038090	1350	AL_Africa-2	RD9905HN	Nigeria	2005	Canis familiaris	AL_Africa-2	N	Western Africa	4225
EU038091	1350	AL_Africa-2	RD41HN	Nigeria	2006	Canis familiaris	AL_Africa-2	N	Western Africa	4270
EU038093	1350	AL_Africa-2	RD9305HN	Nigeria	2005	Canis familiaris	AL_Africa-2	N	Western Africa	4296
EU038094	1350	AL_Africa-2	RD113HN	Nigeria	2006	Canis familiaris	AL_Africa-2	N	Western Africa	4272
EU038098	1350	AL_Africa-2	RD100	Nigeria	2006	Canis familiaris	AL_Africa-2	N	Western Africa	0
EU038099	1350	AL_Africa-2	RD115	Nigeria	2006	Canis familiaris	AL_Africa-2	N	Western Africa	0
DQ900547	1344	AL_Cosmopolitan_AF1b	78	Tanzania	1996	Canis familiaris	Cosmopolitan_Clade	N	Eastern Africa	7406
DQ900551	1212	AL_Cosmopolitan_AF1b	RV758	Tanzania	1997	Canis familiaris	Cosmopolitan_Clade	N	Eastern Africa	0
DQ900552	1341	AL_Cosmopolitan_AF1b	RV759	Tanzania	1997	Canis familiaris	Cosmopolitan_Clade	N	Eastern Africa	0
DQ900553	1308	AL_Cosmopolitan_AF1b	RV761	Tanzania	1998	Canis familiaris	Cosmopolitan_Clade	N	Eastern Africa	7704
DQ900554	1350	AL_Cosmopolitan_AF1b	RV762	Tanzania	1998	Canis familiaris	Cosmopolitan_Clade	N	Eastern Africa	0
DQ900570	1350	AL_Cosmopolitan_AF1b	A04-4981	Tanzania	2003	small-spotted genet	Cosmopolitan_Clade	N	Eastern Africa	0
DQ900575	398	AL_Cosmopolitan_AF1b	A04-4995	Tanzania	2003	Canis familiaris	Cosmopolitan_Clade	G	Eastern Africa	7411
DQ900579	398	AL_Cosmopolitan_AF1b	A04-4981	Tanzania	2003	small-spotted genet	Cosmopolitan_Clade	G	Eastern Africa	0
DQ489799	405	AL_Cosmopolitan_AF1b	RV1438	South Africa	1999	Vulpes vulpes	Cosmopolitan_Clade	N	Southern Africa	6394
DQ489858	405	AL_Cosmopolitan_AF1b	RV1864	South Africa	1994	Vulpes vulpes	Cosmopolitan_Clade	N	Southern Africa	0
DQ489861	405	AL_Cosmopolitan_AF1b	RV1869	South Africa	1995	Canis mesomelas (jackal)	Cosmopolitan_Clade	N	Southern Africa	6516
DQ489888	405	AL_Cosmopolitan_AF1b	RV1939	South Africa	2003	Canis familiaris	Cosmopolitan_Clade	N	Southern Africa	7371
DQ489893	405	AL_Cosmopolitan_AF1b	RV1947	South Africa	2005	Canis familiaris	Cosmopolitan_Clade	N	Southern Africa	7369
